"pid","commentsText"
"59763","only 4 android phn?#+@2013 08 17T16:04:37+0000Thanks applo?#+@2013 08 17T21:23:00+0000India is our country  we are her inhabitants  Proud of applo   ?#+@2013 08 17T16:02:53+0000app  name?#+@2013 08 17T15:38:41+0000"
"59764","It s not that easy  If its so easy  can you please make it and send it to me??#+@2013 08 20T16:39:51+0000"
"59765",""
"59766","Mukesh Ambani s_x000D_
 Dream House 7 years construction_x000D_
 finished _x000D_
 4 lakhs squre ft _x000D_
 27 floors _x000D_
 9 lifts _x000D_
 3 heli pads _x000D_
 1 theatre _x000D_
 1 gym _x000D_
 1 park _x000D_
 168 car parking _x000D_
 600 rooms _x000D_
 600 servants _x000D_
 world s LARGEST RICHEST_x000D_
 SINGLE FAMILY HOUSE  _x000D_
 Total cost_x000D_
 Rs 4700/  crores only _x000D_
 Last month Mukesh_x000D_
 moved with his wife &_x000D_
 3 childrens in 2 it _x000D_
 1st month electricty_x000D_
 bill is 71 lacs _x000D_
 Incredible INDIA  _x000D_
 Amir logon ka garib desh  Guys plz forward this_x000D_
 Hamara Bharat_x000D_
 mahaan_x000D_

Ek aisa Desh_x000D_
 jahaa Pizza_x000D_
 Ambulance ke_x000D_
 pehle ghar_x000D_
 pahuchta h  _x000D_

Jahaa Car Loan_x000D_
 7% hai aur_x000D_
 Education Loan_x000D_
 12%  _x000D_

Jahaa Chaawal_x000D_
 Rs  40/kg me_x000D_
 milta hai aur sim_x000D_
 card free_x000D_

Jahaa Log Durga_x000D_
 ki pooja karte_x000D_
 hai aur ladki_x000D_
 paidaa hone pe_x000D_
 uska khoon  _x000D_

Jahaa Olympic_x000D_
 Shooter ko_x000D_
 SwarnPadak_x000D_
 (gold medal)_x000D_
 jitne pr sarkar_x000D_
 3 crore deti hai _x000D_
 aur Dusra_x000D_
 Shooter jo_x000D_
 BORDER pe_x000D_
 dusmno se ladte_x000D_
 hue SHAHEED_x000D_
 hota hai use_x000D_
 1lakh  _x000D_

Sach me hamara_x000D_
 bharat mahaan_x000D_
 hai?_x000D_

Is SMS ko Itna_x000D_
 forward karo ki_x000D_
 apna PM bhi_x000D_
 padhe_x000D_

Jaago_x000D_
 India_x000D_
 Jaago  _x000D_
 Please _x000D_
Forward to all INDIANS: )_x000D_
   _x000D_
  joke to roj forward karte ho ek msg desbhakti ke liye bhi kar do jay hind?#+@2013 08 17T08:33:34+0000Mukesh Ambani s_x000D_
 Dream House 7 years construction_x000D_
 finished _x000D_
 4 lakhs squre ft _x000D_
 27 floors _x000D_
 9 lifts _x000D_
 3 heli pads _x000D_
 1 theatre _x000D_
 1 gym _x000D_
 1 park _x000D_
 168 car parking _x000D_
 600 rooms _x000D_
 600 servants _x000D_
 world s LARGEST RICHEST_x000D_
 SINGLE FAMILY HOUSE  _x000D_
 Total cost_x000D_
 Rs 4700/  crores only _x000D_
 Last month Mukesh_x000D_
 moved with his wife &_x000D_
 3 childrens in 2 it _x000D_
 1st month electricty_x000D_
 bill is 71 lacs _x000D_
 Incredible INDIA  _x000D_
 Amir logon ka garib desh  Guys plz forward this_x000D_
 Hamara Bharat_x000D_
 mahaan_x000D_

Ek aisa Desh_x000D_
 jahaa Pizza_x000D_
 Ambulance ke_x000D_
 pehle ghar_x000D_
 pahuchta h  _x000D_

Jahaa Car Loan_x000D_
 7% hai aur_x000D_
 Education Loan_x000D_
 12%  _x000D_

Jahaa Chaawal_x000D_
 Rs  40/kg me_x000D_
 milta hai aur sim_x000D_
 card free_x000D_

Jahaa Log Durga_x000D_
 ki pooja karte_x000D_
 hai aur ladki_x000D_
 paidaa hone pe_x000D_
 uska khoon  _x000D_

Jahaa Olympic_x000D_
 Shooter ko_x000D_
 SwarnPadak_x000D_
 (gold medal)_x000D_
 jitne pr sarkar_x000D_
 3 crore deti hai _x000D_
 aur Dusra_x000D_
 Shooter jo_x000D_
 BORDER pe_x000D_
 dusmno se ladte_x000D_
 hue SHAHEED_x000D_
 hota hai use_x000D_
 1lakh  _x000D_

Sach me hamara_x000D_
 bharat mahaan_x000D_
 hai?_x000D_

Is SMS ko Itna_x000D_
 forward karo ki_x000D_
 apna PM bhi_x000D_
 padhe_x000D_

Jaago_x000D_
 India_x000D_
 Jaago  _x000D_
 Please _x000D_
Forward to all INDIANS: )_x000D_
   _x000D_
  joke to roj forward karte ho ek msg desbhakti ke liye bhi kar do jay hind?#+@2013 08 17T08:33:46+0000Very informative?#+@2013 08 18T03:39:08+0000Thanks Apollo ?#+@2013 08 18T04:41:04+0000but in homoeopathy it is successful treatment available     ?#+@2013 08 17T11:03:41+0000"
"59767","very comfortable hospital ?#+@2013 08 17T07:58:40+0000thanks sir?#+@2013 08 17T17:28:55+0000THANK YOU APOLLO HOSPITAL VELLORE  BRANCHE       It is  Me  son of SRI TAKOT TALI  HEART PATIENT  CURED  IN  THE 26 March 2010:    I M  THANKING  U  ALL MEMBERS OF  APOLLO  VELLORE                  TX     ?#+@2013 08 17T16:26:40+0000"
"59768","Informative?#+@2013 08 17T05:09:30+0000What is the reason beyond when throat is felt heavy to maintain and speak   especially in morning??#+@2013 08 17T04:35:57+0000Also my baby  s age 3 month 
He had suffered from TBM But he is recovering soon & his right side has paralysed   Pls give me advice for better  ?#+@2013 08 17T07:18:23+0000Pls send me a address where we can give problems &  get your sugession  
My email add 
Manojit560@gmail com?#+@2013 08 17T07:11:30+0000Thnx?#+@2013 08 17T05:28:41+0000My dad is not at all able to speak properly     pl suggest    ?#+@2013 08 17T05:03:10+0000What is the reason?#+@2013 08 17T04:56:30+0000it takes 3 lkhs for treatment    of my best frd   then after 2 dy they   ans we have no    specialist doctr to treat my frd   ?#+@2013 08 17T09:28:53+0000very vvv  bad hospital   it is   my best is in koma    becuse    the doctr of this hopital  ar no good   to treat th patien  ?#+@2013 08 17T09:26:05+0000"
"59769","Donate for good cause & to needy ones   ?#+@2013 08 17T03:53:53+0000Blood donet is life donet  So every life blood is   ?#+@2013 08 18T09:48:56+0000Rakt dan jivan dan?#+@2013 08 17T10:33:35+0000cal mana donat kiya?#+@2013 08 17T07:29:33+0000droplets of life ?#+@2013 08 17T05:04:16+0000rakt  dan sabse bada dan hota hai?#+@2013 08 17T02:42:42+0000I donate yr pervious mnth and in banglore 2011?#+@2013 08 16T15:32:26+0000"
"59771","i am feeling pain left rib what should b reason or disease ?#+@2013 08 17T08:52:18+0000i need the info on this mtr    please send me info?#+@2013 08 16T11:41:26+0000may be?#+@2013 08 16T12:53:25+0000does d only trtmnt fr it is antacids????#+@2013 08 16T10:19:34+0000muje apni kidni bechni h yar pls help me?#+@2013 08 16T09:36:05+0000"
"59772","Any vacancy for M Pharmacy Pharmacology in the hospital  please reply me on my mail  rishirajbp@gmail com?#+@2013 08 16T07:45:38+0000"
"59773",""
"59774","Nice pic?#+@2013 08 15T14:28:15+0000happy independence day to n ur famly n frds?#+@2013 08 15T12:42:30+0000Beautiful place      like it    ??????????#+@2013 08 15T17:46:53+0000Butiyfull  sen?#+@2013 08 15T13:57:29+0000But good treatment?#+@2013 08 15T13:03:31+0000Very costly hospital?#+@2013 08 15T13:03:10+0000like pp?#+@2013 08 15T12:32:45+0000nice?#+@2013 08 16T03:19:47+0000YES?#+@2013 08 15T15:55:14+0000"
"59776",":like:?#+@2013 08 15T08:34:24+0000very  cretecal  photo?#+@2013 08 15T18:08:09+0000Tanya L M?#+@2013 08 15T09:47:11+0000Informative?#+@2013 08 16T07:14:39+0000I love dr?#+@2013 08 15T16:39:43+0000like apollo?#+@2013 08 15T08:44:48+0000like ?#+@2013 08 15T08:34:44+0000"
"59777","Dear All 
Thank you for your appreciation ?#+@2013 08 16T07:10:07+0000Yes yes yes?#+@2013 08 15T07:39:45+0000i like this apollo hospital?#+@2013 08 15T06:05:18+0000"
"59779","i know that :)?#+@2013 08 14T13:25:15+0000YES  VERY TRUE?#+@2013 08 15T08:32:50+0000i luv ginger lot?#+@2013 08 18T13:02:31+0000Thanks?#+@2013 08 15T12:46:40+0000evrybody will be familiar abt dat  ?#+@2013 08 15T02:20:39+0000Are you suffering??#+@2013 08 15T01:32:00+0000I love ginger alot?#+@2013 08 14T18:48:33+0000wt abt people suffering from gout can they consume ginger??#+@2013 08 14T14:18:41+0000LIKE IT?#+@2013 08 15T03:58:06+0000Good mala   ?#+@2013 08 14T17:00:11+0000"
"59781","thnx apollo   u are giving a mindblowing ideas to treat every common ailment yo  to a layman person also  such a nice thing?#+@2013 08 24T07:15:03+0000Thanx?#+@2013 08 18T06:48:38+0000thanku?#+@2013 08 14T13:20:20+0000Gud?#+@2013 08 14T12:38:38+0000Apollo hospital is best fr pesnt life?#+@2013 08 14T08:42:55+0000"
"59782","Nice friend?#+@2013 08 15T19:58:49+0000its nice?#+@2013 08 14T07:45:05+0000Best hs in tren wyh lif?#+@2013 08 14T06:30:56+0000help me?#+@2013 08 14T08:05:06+0000"
"59783","i want to download  plz tell the process ?#+@2013 08 13T17:36:52+0000I want to know who is looking after Apollo Hospitals posting its serious  Contact on my mobile number 9908004111  NAVEEN PATEL?#+@2013 08 13T16:19:07+0000Your download request is not found ?#+@2013 08 13T16:16:33+0000"
"59786","INDIA BEST HOSPITAL?#+@2013 08 13T10:59:10+0000"
"59787","without any replay from ur side how can we understand who is the winner ?#+@2013 08 13T11:19:38+0000like?#+@2013 08 13T10:29:10+0000"
"59788","Its helpfull?#+@2013 08 13T08:33:57+0000Thank you for these images?#+@2013 08 13T09:29:03+00001NO?#+@2013 08 13T12:52:41+0000True?#+@2013 08 13T10:10:36+0000I ll ask ur que  4 knie prob ?#+@2013 08 13T08:40:00+0000dear Mr  Ajit don t go for stranger s kidney        prefer kidney from blood relation only    ?#+@2013 08 13T08:37:27+0000do you have kidney donor blood grp is a+?#+@2013 08 13T08:34:33+0000"
"59789","Very v nice apollo hospital?#+@2013 08 13T06:06:47+0000a great achievements fr indians?#+@2013 08 24T07:17:37+0000bone marrow?#+@2013 08 13T12:48:34+0000"
"59790","Thanx?#+@2013 08 16T02:15:17+0000This request page is not available for Download ?#+@2013 08 15T16:25:12+0000SO GOOD THANK YOU ?#+@2013 08 15T15:32:42+0000"
"59791","Mera bp always 180/120 rahta hai  Daily dose 100mg atenolol and5mg amlod  Kya me blood donet kar sakta hu? Kai centras per mujhe no kahte hai  Reply please ?#+@2013 08 14T15:50:04+0000i want to?#+@2013 08 14T16:08:17+0000Donate blood save lifes This is a social responsibility?#+@2013 08 14T18:59:19+0000I am donate the blood for six month?#+@2013 08 15T08:38:52+0000Blood dobate karo life must jiyo?#+@2013 08 15T08:37:40+0000bhai ji namak jyada khya karo?#+@2013 08 14T17:48:34+0000Donate bld sfe lfe?#+@2013 08 14T16:46:19+0000GN?#+@2013 08 14T15:43:26+0000Gud night?#+@2013 08 14T15:32:28+0000"
"59792","i luv so much sweet potatoes?#+@2013 08 12T14:43:11+0000I lik it  ?#+@2013 08 12T15:18:44+0000please wash well before cooking  chemical dyes used to enhance colour ?#+@2013 08 12T14:06:28+0000Thn y it is not gudd for diabetic patients????#+@2013 08 12T13:05:39+0000than k you   apollo?#+@2013 08 14T06:38:15+0000thanx 4 giving info?#+@2013 08 13T18:42:23+0000I just love these so much?#+@2013 08 13T03:11:09+0000Vitamin B6?#+@2013 08 12T14:27:46+0000awsum info thnks?#+@2013 08 12T14:12:51+0000xem Qsn?????????#+@2013 08 12T13:50:28+0000"
"59793","Informative?#+@2013 08 12T10:52:09+0000very good demo?#+@2013 08 23T05:56:37+0000nice video          ?#+@2013 08 14T07:57:41+0000this disease have a end or not?#+@2013 08 14T02:16:28+0000nice informative?#+@2013 08 13T18:49:20+0000Tuition ?#+@2013 08 12T10:46:40+0000very much informative   Thanks for the video ?#+@2013 08 13T04:38:50+0000"
"59794","advanced technology with da vinci system used in robotic surgery?#+@2013 08 24T07:20:08+0000Will it beneficial for rectum cancer surgery (grade III) stage?#+@2013 08 12T18:59:08+0000beware of the bugs ?#+@2013 08 12T17:42:45+0000Nice?#+@2013 08 12T10:14:31+0000"
"59796","I want to donate my blood ?#+@2013 08 11T15:37:54+0000plz share every one this?#+@2013 08 12T07:19:42+0000nice?#+@2013 08 11T17:10:54+0000Blood is a liquid love ?#+@2013 08 11T15:40:17+0000"
"59797","Dear All 
Thanks for your appreciation ?#+@2013 08 12T09:43:54+0000nice pick?#+@2013 08 11T13:04:52+0000Hai i m frm apollo family?#+@2013 08 11T12:54:52+0000NO1 PRIVATE HOSPITAL IN DELHI?#+@2013 08 11T13:41:36+0000Nice?#+@2013 08 11T12:32:48+0000yummy    n healthy too  ?#+@2013 08 11T21:13:59+0000"
"59799","thnx ?#+@2013 08 11T17:53:57+0000Ye kya h?#+@2013 08 11T08:51:21+0000"
"59800","u didnt rply about te treatment for retina scar?#+@2013 08 11T07:57:32+0000appolo hosp u didnt rply to my que?#+@2013 08 11T07:56:58+0000"
"59801","Winners of health quiz??#+@2013 08 10T13:32:28+0000I think appolo hospital is a best hospital in india  lgta aap bhi usi me jane k liye top rah rahe ho?#+@2013 08 10T18:34:52+0000apollo hospatil its indain people choise?#+@2013 08 24T07:40:36+0000it is the best of full india      ?#+@2013 08 11T02:42:31+0000thanks very good ?#+@2013 08 10T14:44:05+0000"
"59802","Dear All 
Thanks for your appreciation ?#+@2013 08 12T09:54:25+0000All time best apollo hospital?#+@2013 08 10T10:33:34+0000thanx?#+@2013 08 10T11:34:55+0000All india s best?#+@2013 08 10T10:49:12+0000very good information ?#+@2013 08 10T10:49:03+0000Nice?#+@2013 08 10T10:48:32+0000v nice?#+@2013 08 10T10:31:27+0000"
"59803","iittttt goddd?#+@2013 08 10T09:42:02+0000"
"59804","Dr Anand k khakkr is best?#+@2013 08 10T06:02:10+0000so nice?#+@2013 08 15T02:56:17+0000Dr  Sagar nd Dr Chirag is best before 2 month i admited at Appolo Gandhinagar?#+@2013 08 10T10:33:32+0000Informative?#+@2013 08 10T06:33:49+0000Best?#+@2013 08 10T06:31:04+0000When will u declare winners for this week health quiz  ?#+@2013 08 10T06:17:55+0000"
"59807","v nice             ?#+@2013 08 09T15:57:41+0000Eid mubarak?#+@2013 08 09T15:22:54+0000Gud ?#+@2013 08 09T13:35:34+0000Informative?#+@2013 08 09T10:42:08+0000"
"59808","Very nice Apollo ?#+@2013 08 09T09:37:36+0000K?#+@2013 08 09T09:04:45+0000pp?#+@2013 08 09T09:01:57+0000"
"59813","I KNOE   I KNOW      _x000D_
MAI NE KHUD TREETMENT KARVAI HAI      _x000D_
BAHUT HI ACCHI TREETMENT DETE HAI        ?#+@2013 08 08T06:15:04+0000no  tension  all  cancer  medicine  comming soon  2013  end?#+@2013 08 08T06:38:58+0000S vinod sreedharen thanks?#+@2013 08 08T12:48:29+0000Gud very gud?#+@2013 08 08T12:47:55+0000"
"59814","proud to be a people     ?#+@2013 08 11T15:25:46+0000very good it s really great ?#+@2013 08 10T17:27:04+0000it is good for those who r needy for blood   ?#+@2013 08 10T16:29:13+0000i like it?#+@2013 08 10T16:26:36+0000 i have Already donated it ?#+@2013 08 10T15:32:15+0000"
"59815","hr inshan ko hr teen ya 4 month me rakth dan krna chahiye kr ke dekho accha lgta h?#+@2013 08 07T20:16:42+0000I like apollo hospital?#+@2013 08 07T17:21:25+0000apolo do you provide free blood to your patients ????#+@2013 08 07T16:20:18+0000Save life and give life?#+@2013 08 07T15:38:58+0000saala block ho gaya?#+@2013 08 07T15:34:22+0000mav du kya _x000D_
?#+@2013 08 07T15:31:51+0000"
"59817","Apollo hospital Bhubaneswar is one of the worst hospital to take your patients to survive  The nurses are the worst and fresh out of college  They are insensitive to patients  Patients even get injured without being attended properly in icu  In emergency one such nurse did not even know which tube to remove before transferring the patient to ICU  she removed oxygen tube from cylinder  In emergency  there are group of young doctors in blue dress  who take alcohol in the night behind the emergency block  There is one doctor who is so casual that he is even giving sarcastic comments about patients 
I ve already circulated to hundreds of my friends and colleagues not to visit this hospital ever  And same will be circulated through social media  twitters  change org campaign 
Apollo hospitals don t even share the medical test results  reports of the patients  They do everything secretly without taking any consent from close relatives of patient 

You must change your policy to share the medical records with patients and their families  Also sentitise the doctors  nurses  other hospital staffs  You are in a noble profession and SAVING LIVES SHOULD BE PRIORITY THAN MINTING MONEY FROM PATIENTS 

Fire those nurses and doctors who can not live upto the vision and mission of Apollo hospitals ?#+@2015 06 16T00:57:43+0000will u adopt me I Want to work for patients?#+@2013 11 12T15:58:33+0000did apollo sack the urologist DR T K MAITRA&his operator R Biswas frm Apollo clinic  Gariahat  kolkata? I was a Victm   Wht kind of punishment a doctor deserves for Smokng while examining patients? N mostly our docs r evasive frm writng a diagnosis evn after the tests r done  Wht a tactis  ?#+@2013 08 08T11:07:49+0000hi?#+@2013 08 07T12:56:16+0000"
"59818","did apollo sack the urologist DR T K MAITRA&his operator R Biswas frm Apollo clinic  Gariahat  kolkata? I was a Victm   Wht kind of punishment a doctor deserves for Smokng while examining patients? N mostly our docs r evasive frm writng a diagnosis evn after the tests r done  Wht a tactis  ?#+@2013 08 08T12:30:59+0000Hello ji?#+@2013 08 07T10:49:54+0000"
"59819","did apollo sack the urologist DR T K MAITRA&his operator R Biswas frm Apollo clinic  Gariahat  kolkata? I was a Victm   Wht kind of punishment a doctor deserves for Smokng while examining patients? N mostly our docs r evasive frm writng a diagnosis evn after the tests r done  Wht a tactis  ?#+@2013 08 08T11:08:16+0000Hi    sudr  u?#+@2013 08 07T11:49:57+0000Huy?#+@2013 08 07T09:47:04+0000Aj apollo ki wajah se mere papa h?#+@2013 08 07T08:06:33+0000"
"59820","Good hospital?#+@2013 08 07T06:40:16+0000thanx for showing this info  ?#+@2013 08 07T07:34:50+0000good hospital?#+@2013 08 10T11:48:05+0000good hospital?#+@2013 08 07T07:33:44+0000"
"59821","@ Seema Rekha bilaspur is not village but the Area where hospital is situated comes under Gram panchayat  thus legally it becomes first hospital of Rural Territory to get NABH Accreditation?#+@2013 08 07T07:29:18+0000Leader s dnt ask to follow   they make"
"59823","nice?#+@2013 08 06T17:25:35+0000blood of my heart?#+@2013 08 07T02:04:56+0000Love my heart?#+@2013 08 06T15:58:09+0000Thnx doctors?#+@2013 08 06T15:33:08+0000"
"59824","did apollo sack the urologist DR T K MAITRA&his operator R Biswas frm Apollo clinic  Gariahat  kolkata? I was a Victm   Wht kind of punishment a doctor deserves for Smokng while examining patients? N mostly our docs r evasive frm writng a diagnosis evn after the tests r done  Wht a tactis  ?#+@2013 08 08T12:31:59+0000I m suffering from pcod plez tell me about this i want to conceive?#+@2013 08 07T18:42:14+0000Good information ?#+@2013 08 07T14:34:12+0000I would like to know more about this?? plz share?#+@2013 08 07T07:24:11+0000Informative?#+@2013 08 07T05:28:27+0000"
"59825","Had a really bad experience to day at Apollo Bhubaneswar    I hope they improve the service asap ?#+@2013 08 06T14:00:44+0000I m also suffering from this pain  plz give me some medical guide for it?#+@2013 08 06T14:27:51+0000did apollo sack the urologist DR T K MAITRA&his operator R Biswas frm Apollo clinic  Gariahat  kolkata? I was a Victm   Wht kind of punishment a doctor deserves for Smokng while examining patients? N mostly our docs r evasive frm writng a diagnosis evn after the tests r done  Wht a tactis  ?#+@2013 08 08T12:35:37+0000If anyone have migraine then at first everyone wants to check their eye vision bc this is also the reason of migraine?#+@2013 08 07T10:19:20+0000suggest the ways to get relief from migraine?#+@2013 08 07T02:02:32+0000I often get headache but am not sure dat it is migrane?#+@2013 08 06T19:00:12+0000GOOD HOSPITAL?#+@2013 08 06T13:03:22+0000great    ?#+@2013 08 06T12:44:07+0000Excellent Hospital?#+@2013 08 06T12:28:22+0000"
